company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"720","Melbourne Elevators Pty Ltd","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Lift installation, no lift category"
"3013","Metamorphosis Maintenance","NSW","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","Maintenance business"
"15291","Moorey's Maintainers","QLD","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","Maintainers maintenance"
"3366","Multiskill","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","multiskill suggests handyman trades"
"15817","North Shore Pro - Services","NSW","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","pro services generic"
"15397","Phipps Trade Solutions","WA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Trade solutions, generic"
"4936","Pickwick 1A Facility Services","QLD","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Facility services, likely maintenance"
"723","Platinum Elevators","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Elevators, no lift category"
"6054","Premium Appliance Installs","SA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","appliance installations"
"14846","Programmed ACT Call Centre","ACT","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Staffing facility management maintenance"
"6613","Programmed Property Services","TAS","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","Programmed property services maintenance"
"10873","PWC Property Works","ACT","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","high","Trades and property services"
"3390","RACV Home Assist","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","home assist maintenance service"
"10829","Roof To Floor Maintenance","SA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","Roof to floor maintenance"
"50","Skyrise Elevators","NSW","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Lift installation, no lift category"
"4068","Success Property Improvement Pty Ltd.","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","property improvement"
"16051","Tassie Trade Services","TAS","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","general trade services"
"5776","The Clothes Line Man","WA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Clothes line installation/repair"
"4167","The Maintenance Man","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","The Maintenance Man, handyman"
"772","Tick Right Services","VIC","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Facility and maintenance services"
"107","TITAN Lifts","NSW","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Lift maintenance, no lift category"
"4823","TOTAL TRADEWORX PTY LTD","QLD","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Tradeworx, trades"
"13822","TradeCo","SA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","medium","Residential, commercial, heritage trades"
"4763","Tradeworks","QLD","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Tradeworks, trades"
"15391","West Maintain","WA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Maintenance company"
"5570","Westwood Contracting & Maintenance","WA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Contracting and Maintenance"
"13128","WOLF Services","SA","Other / General Services","building-maintenance-and-handyman","Building Maintenance & Handyman","low","Licensed trade business, Adelaide"
"14947","ABC Woods","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Woods timber supplier"
"6716","Abey Australia Pty Ltd","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Abey bathroom fittings supplier"
"13315","Acme Trendz - Natural Stone Veneers","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Natural stone veneers supplier"
"15589","Adelaide Industrial & Tools","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Trade supplier, tools"
"1296","Adept Timbers Pty Ltd","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","timber supplier"
"4164","Agnew's Water Putty","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Water putty filler product"
"11636","ASC Water Tanks","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Water tanks and pumps supplier"
"11626","ATM Tanks","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","ATM Tanks, likely tank supplier"
"14937","Australian Fibreglass Traders PTY Ltd.","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Fibreglass traders supplier"
"10395","Australian Steel","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Steel supplier"
"4155","Autoflo Pty Ltd","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Manufactures sensor taps, fittings"
"9286","Beaumont Commercial Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Commercial tile supplier"
"6115","Beaumont Tiles","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","tile retailer/supplier"
"6719","Becks Span Truss Systems","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Truss systems supplier"
"13399","Bettawood Timber","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bettawood timber supplier"
"3234","Beyond Materals","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Beyond Materials, materials"
"5836","Bostik","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bostik adhesives/sealants supplier"
"15653","Brice Metals","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel supply"
"2548","Brickmart Australia Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Brickmart, brick supplier"
"10447","Brisbane Metal Market","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Metal market"
"10422","Brisbane Steel Sales","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Steel sales"
"3242","Brookvale Sand And Co","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","sand supplier"
"6722","Bunker Plywood Tasmania","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Plywood supplier"
"10834","Bunnings Adelaide Airport","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"8005","Bunnings Alexandria","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","hardware home improvement retail"
"10819","Bunnings Balcatta","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"8593","Bunnings Belconnen","ACT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware building supplies store"
"10808","Bunnings Belmont WA","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"10232","Bunnings Byron Bay","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"8979","Bunnings Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"10862","Bunnings Devonport","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware store"
"10883","Bunnings Fyshwick","ACT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware store"
"10848","Bunnings Glenorchy","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"13962","Bunnings Mile End","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware retailer"
"10846","Bunnings Mornington (TAS)","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"13898","Bunnings Newstead","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware retailer"
"10863","Bunnings North Launceston","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware store"
"13057","Bunnings Palmerston","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware store"
"10887","Bunnings Tuggeranong","ACT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Bunnings hardware store"
"10833","Bunnings Windsor Gardens","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Hardware home improvement store"
"15902","Cementaid International Limited","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","cementaid concrete admixture supplier"
"445","Corrimal Discount Tiles","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Tiles and bathroomware supplier"
"8689","Cougar Technologies Australia","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Flat sheet composite products"
"5781","Crazy Panels","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Crazy Panels, panel supplier"
"15641","CSM Steel Trading 'The Steel Store' Est. 16","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel store, supply"
"11640","D&D Tanks - Pioneer Water Tanks Victoria","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Water tank supply and installation"
"3227","Desino Tiles & Bathware","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","tiles and bathware supplier"
"5318","Diacon Ceramic Tile Liquidators","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Ceramic tile liquidators supply"
"739","Dulux Australia","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Paint manufacturer"
"10130","Dulux Trade Centre Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Paint trade supply centre"
"5785","Durisol Australia","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Durisol formwork building products"
"2339","Elmich Australia Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Elmich drainage/green roof products"
"5767","Everbond Australia Pty Ltd","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Everbond, possibly adhesives supplier"
"14954","FRP WA Pty Ltd.","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","FRP fibreglass supplier"
"15620","G.A.M. Steel","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel distribution and processing"
"1910","Galeford Plastics","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","plastics manufacturer"
"11652","Gardeners Watertanks","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Water tanks supplier"
"14902","Haymes Paint Shop Hobart","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Paint retail shop"
"5782","Humes","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Humes concrete pipes/products supplier"
"638","Indeco Australia Pty Ltd","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Rock breakers and demolition attachments supplier"
"15655","InfraBuild Steel Centre - Hobart","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","InfraBuild Steel Centre supply"
"3221","J Steel Australasia Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","J Steel, steel supplier"
"6369","K & B Mitre 10 Norwood","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Mitre 10 hardware store"
"16024","K&B Mitre 10 Glenelg","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Mitre 10 hardware store"
"6372","Keith Timber Group","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Timber group supplier"
"2631","Klindex Australia Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Klindex, floor machine supplier"
"5046","Konnect","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Konnect fastener/hardware supplier"
"1601","Konnect Fastening System","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","fastening systems supplier"
"5772","Laminex Group The","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Laminex laminate/panel supplier"
"10321","Mascot Steel","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Mascot Steel supplier"
"10488","Metal West","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Metal supplier"
"3436","Metroll Victoria Pty Ltd","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Metroll steel roofing products"
"10483","Metwest Steel","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Steel supplier"
"6721","New Norfolk Timber","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Timber supplier"
"16592","NewTechWood Australia","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Composite decking and cladding supplier"
"14946","Pacific Composites","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Composites supplier"
"5862","Palram Australia","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Palram polycarbonate panel supplier"
"3213","ParexDavco (Australia) Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","ParexDavco tile adhesives supplier"
"16068","Perth Water Tanks","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","water tanks supplier"
"14941","Polynt Composites","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Composites supplier"
"6149","Porter's Paints","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Porter's Paints retailer"
"15052","Project Material Pty Ltd","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Project material supplier"
"6424","Pryda Australia","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Pryda timber connectors supplier"
"14865","Resene Paints","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Paint retail store"
"3565","Rsea; Pty Ltd","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","RSEA safety workwear supplier"
"15890","Rubber Tech Distributions","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","rubber tech distributions supply"
"5023","Sika Australia Pty Limited","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Sika construction chemicals supplier"
"14","Simpson Strong-Tie Australia","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Chemical anchoring products supplier"
"3233","Smorgon Steel Group","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Smorgon Steel supplier"
"15647","Steel Plus","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel Plus supply"
"819","Stone Age Stone Pty Ltd","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Travertine tile supplier"
"5965","Storm Plastics (SA) Pty Ltd","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Storm Plastics, plastics supplier"
"196","Stratco (QLD) Pty Ltd","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Stratco building products supplier"
"10562","Stratco Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Stratco steel building products"
"12468","Stratco Fyshwick","ACT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Stratco building products supplier"
"12682","Stratco Gepps Cross","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Stratco building products supplier"
"4153","Surplus Fastener Company Pty Ltd","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Fastener supply company"
"5336","Taman Diamond Tools","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Diamond tools supply"
"2441","Tapex Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Tapex, tapes/materials supplier"
"10544","Tassteel","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel supplier"
"10120","Taubmans Paint Centre Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Paint retail centre"
"11664","Team Poly - Water Tanks South Australia","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Rainwater tanks and storage"
"14987","Terracorp Industries","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Rainwater tanks supplier"
"14983","Terracorp Water Tanks Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Rainwater tanks supplier"
"3530","The Brick Recyclers","VIC","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","recycled brick supply"
"16069","ThinTanks","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","rainwater tank manufacturer"
"15189","Tileflair","ACT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Tile supplier"
"5374","Toodyay Sands","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Toodyay Sands supply"
"4435","Total Blox","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Total Blox, blocks likely"
"10443","Total Steel of Australia Brisbane","QLD","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel supplier"
"15661","Total Steel of Australia Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Steel supply company"
"8641","Total Tools Darwin","NT","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Tools supplier retail"
"6377","Trussfab","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Truss fabrication supplier"
"3235","Ubiq Pty Ltd","NSW","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Ubiq, building products supplier"
"6504","Ullrich Aluminium","TAS","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","Aluminium products supplier"
"10519","United Steel","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","low","Steel supplier"
"6366","Universal Polymers Australia Pty Ltd","SA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Polymers supplier"
"1164","Webforge (W.A.)","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","high","grating planking product supplier"
"15636","West Australian Steel Sales","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Steel sales supplier"
"11655","West Coast Poly","WA","Other / General Services","building-materials-and-supplies","Building Materials & Supplies","medium","Polyethylene storage tank manufacturer"
"5234","Adept Wood Crafts","WA","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","medium","Adept Wood Crafts"
"5579","Classical Staircases","WA","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","high","Classical Staircases joinery"
"2075","D & C Staircases","VIC","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","medium","staircases joinery"
"4328","Fortruss Frame and Truss","QLD","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","medium","Frame and truss products"
"3014","In Timber","NSW","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","medium","Timber business"
"2101","Ron Thompson Staircases","VIC","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","medium","staircases joinery"
"6624","The British Craftsman","TAS","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","low","British craftsman likely joinery"
"3483","Timbabuild Australia","VIC","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","low","timber build joinery"
"5561","West Coast Cabinets","WA","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","high","West Coast Cabinets joinery"
"5562","Wood Restore","WA","Other / General Services","carpentry-and-joinery","Carpentry & Joinery","medium","Wood Restore timber"
"9193","Electrodry","ACT","Other / General Services","carpet-and-upholstery-cleaning","Carpet & Upholstery Cleaning","medium","Electrodry carpet cleaning"
"10287","Capital sealers","ACT","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Sealing specialist"
"10150","Care Seal","NSW","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Care Seal sealing"
"15577","DE Seal & Sons","SA","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","DE Seal, sealing"
"10212","Gapbusters","QLD","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Gapbusters likely gap sealing"
"4320","Iseal","QLD","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","Iseal, sealing likely"
"10140","Mr Silicone Sydney","NSW","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","high","Silicone and caulking"
"15793","Perfectly Sealed Australia","ACT","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","sealed suggests joint sealing"
"10199","Pro Seal QLD","QLD","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Pro Seal sealing"
"15362","ProSeal NSW","NSW","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","ProSeal sealing services"
"15570","ProSeal Perth","WA","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","ProSeal sealing"
"14907","Sealed Systems","ACT","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Sealed Systems - sealing likely"
"10241","Sealed WA","WA","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Sealing services"
"15547","Sealing Solutions Services","VIC","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","Sealing Solutions"
"15591","SealMasters ACT","ACT","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","SealMasters, sealing"
"4298","Seamless Silicone","QLD","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","high","Seamless Silicone, sealing"
"15590","Shawn the Sealer","TAS","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","low","Shawn the Sealer"
"15443","Sydney Seal","NSW","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","Sydney Seal sealing"
"15696","The Superseal Group (ACT)","ACT","Other / General Services","caulking-and-joint-sealing","Caulking & Joint Sealing","medium","Superseal sealing group"
"1418","Hufcor Group","SA","Other / General Services","ceilings-and-partitions","Ceilings & Partitions","medium","operable walls / partitions specialist"
"15718","LEO CEILLINGS PTY LTD","WA","Other / General Services","ceilings-and-partitions","Ceilings & Partitions","high","ceilings in name"
"15834","Queensland Interior Linings Brisbane","QLD","Other / General Services","ceilings-and-partitions","Ceilings & Partitions","high","interior linings"
"1648","CivPro Pty Ltd","WA","Other / General Services","civil-construction","Civil Construction","medium","CivPro suggests civil works"
"14550","Dampier Bunbury Pipeline","WA","Other / General Services","civil-construction","Civil Construction","medium","Pipeline infrastructure operator"
"6407","INFRACIV PROJECTS","TAS","Other / General Services","civil-construction","Civil Construction","medium","Infrastructure/civil projects"
"8849","Moits (N Moit & Sons NSW Pty Ltd)","NSW","Other / General Services","civil-construction","Civil Construction","medium","Long-established civil contractor"
"15707","RJ INFRA","NSW","Other / General Services","civil-construction","Civil Construction","medium","RJ Infra, infrastructure"
"5361","Ace Drainage","WA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Ace Drainage"
"4348","Brisbane Water","QLD","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","medium","Water utility services"
"5359","Dewatering Solutions","WA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","medium","Dewatering Solutions drainage"
"2646","Eastside Drainage","NSW","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Eastside Drainage"
"2666","Mick Osborne Drainage","NSW","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Osborne Drainage"
"5358","Mills Drainage","WA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Mills Drainage"
"4564","Orbital Underground Service Location","QLD","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","medium","Underground service location"
"4340","SEQ Water Grid","QLD","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","medium","Water grid infrastructure"
"5970","Simpson Storm Water","SA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Stormwater drainage"
"5971","SMT Drainage","SA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Drainage services"
"5363","Soakwell Masters","WA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Soakwell Masters drainage"
"5373","Soakwells R US","WA","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Soakwells drainage"
"2657","Tipler Drainage Pty Ltd","NSW","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","high","Tipler Drainage"
"15989","Water Infrastructure Services","QLD","Other / General Services","civil-works-and-drainage","Civil Works & Drainage","medium","water infrastructure services"
"16601","All Wall Systems Adelaide","SA","Other / General Services","cladding","Cladding","high","Wall systems"
"13335","CladPro WA","WA","Other / General Services","cladding","Cladding","high","CladPro cladding WA"
"13372","Eco Walling Systems","SA","Other / General Services","cladding","Cladding","medium","Eco Walling Systems"
"888","Euroclad","QLD","Other / General Services","cladding","Cladding","medium","Cladding by name"
"8692","Fabritecture Australia","QLD","Other / General Services","cladding","Cladding","low","Architectural fabric structures"
"16603","Formclad","SA","Other / General Services","cladding","Cladding","medium","Formclad suggests cladding"
"2461","Hebel Installers Oz","NSW","Other / General Services","cladding","Cladding","medium","Hebel installers, cladding/panels"
"1950","ICLAD","VIC","Other / General Services","cladding","Cladding","high","ICLAD cladding company"
"1939","Mitten Vinyl Victoria","VIC","Other / General Services","cladding","Cladding","medium","vinyl cladding supplier"
"5192","Ozclad","WA","Other / General Services","cladding","Cladding","medium","Ozclad name implies cladding"
"2005","Prestige Wall Systems","SA","Other / General Services","cladding","Cladding","medium","prestige wall systems"
"1946","RH HEBEL WALLS PTY LTD","VIC","Other / General Services","cladding","Cladding","medium","Hebel walls cladding panels"
"16605","SA Wall Systems","SA","Other / General Services","cladding","Cladding","high","Wall systems"
"5189","UNITEX BASEBOARD","WA","Other / General Services","cladding","Cladding","medium","Unitex baseboard render/cladding system"
"11524","Broadlex Services","ACT","Other / General Services","commercial-cleaning","Commercial Cleaning","low","Broadlex, likely cleaning services"
"6699","Cleenco","TAS","Other / General Services","commercial-cleaning","Commercial Cleaning","low","Cleenco cleaning"
"4059","CLN Facility Services","VIC","Other / General Services","commercial-cleaning","Commercial Cleaning","medium","CLN Facility Services, cleaning"
"5742","ISS Group Australia Pty Ltd","WA","Other / General Services","commercial-cleaning","Commercial Cleaning","medium","ISS facility cleaning services"
"4092","Jan-Pro Of Melbourne","VIC","Other / General Services","commercial-cleaning","Commercial Cleaning","high","Jan-Pro, commercial cleaning"
"5685","Kenkleen Como","WA","Other / General Services","commercial-cleaning","Commercial Cleaning","high","Professional cleaning services"
"5680","Kenkleen South Perth","WA","Other / General Services","commercial-cleaning","Commercial Cleaning","high","Professional cleaning services"
"4076","Luminous Shine Services","VIC","Other / General Services","commercial-cleaning","Commercial Cleaning","low","Luminous Shine, cleaning"
"4065","Officekeeping","VIC","Other / General Services","commercial-cleaning","Commercial Cleaning","medium","Officekeeping, office cleaning"
"6678","Southern Hygiene Services","TAS","Other / General Services","commercial-cleaning","Commercial Cleaning","low","Hygiene services cleaning"
"4067","TIDY TOPS","VIC","Other / General Services","commercial-cleaning","Commercial Cleaning","low","Tidy Tops, cleaning"
"15350","Sitzler","NT","Other / General Services","commercial-construction","Commercial Construction","medium","Sitzler is NT commercial builder"
"11421","Attested Pressure Services","WA","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","low","Pressure testing and calibration"
"3570","Australian Institute For Non-Destructive Testing","VIC","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","non-destructive testing body"
"913","AXS Testing Pty Ltd","QLD","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","non-destructive mechanical testing facility"
"14463","Golder / WSP (Laboratory)","WA","Other / General Services","concrete-and-materials-testing","Concrete & Materials Testing","medium","Geotechnical laboratory"
